file,ground_truth,predicted,correct,raw_score,confidence,primary_variance,coherence,kurtosis
F_STGN_1100-02.png,real,AI,False,1.0,1.0,0.519934,0.081487,4.681444
F_STGN_1100-03.png,real,AI,False,1.0,1.0,0.591733,0.092592,6.591549
F_STGN_1100-04.png,real,AI,False,1.0,1.0,0.592316,0.133746,11.100132
F_STGN_1100-06.png,real,AI,False,1.0,1.0,0.592316,0.133746,11.100132
F_STGN_1100-08.png,real,AI,False,1.0,1.0,0.609099,0.089848,10.081528
F_STGN_1100-10.png,real,AI,False,1.0,1.0,0.589229,0.107439,6.908349
F_STGN_1100-11.png,real,AI,False,1.0,1.0,0.593789,0.088378,6.961776
F_STGN_1100-13.png,real,AI,False,1.0,1.0,0.593251,0.119726,9.472793
F_STGN_1100-14.png,real,AI,False,1.0,1.0,0.592259,0.111563,9.231392
F_STGN_1100-15.png,real,AI,False,1.0,1.0,0.582652,0.086676,5.20417
F_STGN_1100-19.png,real,AI,False,1.0,1.0,0.622514,0.102467,11.580363
F_STGN_1100-20.png,real,AI,False,1.0,1.0,0.589229,0.107439,6.908349
F_STGN_1100-22.png,real,AI,False,1.0,1.0,0.537374,0.069815,4.273275
F_STGN_1100-23.png,real,AI,False,1.0,1.0,0.543952,0.082289,5.301468
F_STGN_1100-24.png,real,AI,False,1.0,1.0,0.607992,0.100741,9.081988
F_STGN_1100-25.png,real,AI,False,1.0,1.0,0.653603,0.106359,8.01158
F_STGN_1100-27.png,real,AI,False,1.0,1.0,0.519934,0.081487,4.681444
F_STGN_1100-28.png,real,AI,False,1.0,1.0,0.591733,0.092592,6.591549
F_STGN_1100-29.png,real,AI,False,1.0,1.0,0.592316,0.133746,11.100132
F_STGN_1100-30.png,real,AI,False,1.0,1.0,0.600652,0.109881,8.275197
F_STGN_1100-31.png,real,AI,False,1.0,1.0,0.653603,0.106359,8.01158
F_STGN_1100-34.png,real,AI,False,1.0,1.0,0.592316,0.133746,11.100132
F_STGN_1100-36.png,real,AI,False,1.0,1.0,0.622514,0.102467,11.580363
F_STGN_1100-37.png,real,AI,False,1.0,1.0,0.577764,0.107885,12.702327
F_STGN_1100-38.png,real,AI,False,1.0,1.0,0.592259,0.111563,9.231392
F_STGN_1100-40.png,real,AI,False,1.0,1.0,0.591248,0.130726,7.777673
F_STGN_1101-02.png,real,AI,False,1.0,1.0,0.610848,0.058813,4.021574
F_STGN_1101-03.png,real,AI,False,1.0,1.0,0.625414,0.107453,4.342578
F_STGN_1101-05.png,real,AI,False,1.0,1.0,0.588398,0.109417,3.868781
F_STGN_1101-06.png,real,AI,False,1.0,1.0,0.620576,0.128275,7.035745
F_STGN_1101-07.png,real,AI,False,1.0,1.0,0.610848,0.058813,4.021574
F_STGN_1101-08.png,real,AI,False,1.0,1.0,0.625414,0.107453,4.342578
F_STGN_1101-09.png,real,AI,False,1.0,1.0,0.602971,0.085871,3.488251
F_STGN_1101-12.png,real,AI,False,1.0,1.0,0.619236,0.084844,4.30717
F_STGN_1101-13.png,real,AI,False,1.0,1.0,0.590018,0.084754,2.549107
F_STGN_1101-15.png,real,AI,False,1.0,1.0,0.601339,0.104983,3.939888
F_STGN_1101-16.png,real,AI,False,1.0,1.0,0.620576,0.128275,7.035745
F_STGN_1101-17.png,real,AI,False,1.0,1.0,0.610848,0.058813,4.021574
F_STGN_1101-19.png,real,AI,False,1.0,1.0,0.602971,0.085871,3.488251
F_STGN_1101-23.png,real,AI,False,1.0,1.0,0.580178,0.096478,3.700581
F_STGN_1101-24.png,real,AI,False,1.0,1.0,0.588398,0.109417,3.868781
F_STGN_1101-26.png,real,AI,False,1.0,1.0,0.620576,0.128275,7.035745
F_STGN_1101-27.png,real,AI,False,1.0,1.0,0.610848,0.058813,4.021574
F_STGN_1101-28.png,real,AI,False,1.0,1.0,0.625414,0.107453,4.342578
F_STGN_1101-32.png,real,AI,False,1.0,1.0,0.595201,0.044606,3.304789
F_STGN_1101-34.png,real,AI,False,1.0,1.0,0.590018,0.084754,2.549107
F_STGN_1101-35.png,real,AI,False,1.0,1.0,0.599196,0.096045,3.84774
F_STGN_1101-36.png,real,AI,False,1.0,1.0,0.623251,0.059119,3.195796
F_STGN_1101-37.png,real,AI,False,1.0,1.0,0.588398,0.109417,3.868781
F_STGN_1101-38.png,real,AI,False,1.0,1.0,0.588786,0.084397,3.654416
F_STGN_1101-39.png,real,AI,False,1.0,1.0,0.596017,0.041113,3.097819
F_STGN_1101-40.png,real,AI,False,1.0,1.0,0.610848,0.058813,4.021574
F_STGN_1102-01.png,real,AI,False,1.0,1.0,0.56841,0.137807,12.418048
F_STGN_1102-02.png,real,AI,False,1.0,1.0,0.522658,0.132551,5.171798
F_STGN_1102-04.png,real,AI,False,1.0,1.0,0.60815,0.149033,11.694598
F_STGN_1102-05.png,real,AI,False,1.0,1.0,0.569408,0.147064,9.907958
F_STGN_1102-07.png,real,AI,False,1.0,1.0,0.522658,0.132551,5.171798
F_STGN_1102-08.png,real,AI,False,1.0,1.0,0.532492,0.081433,5.728588
F_STGN_1102-09.png,real,AI,False,1.0,1.0,0.60815,0.149033,11.694598
F_STGN_1102-11.png,real,AI,False,1.0,1.0,0.546912,0.112213,6.048907
F_STGN_1102-13.png,real,AI,False,1.0,1.0,0.551529,0.044714,15.916199
F_STGN_1102-14.png,real,AI,False,1.0,1.0,0.528334,0.128919,5.955362
F_STGN_1102-17.png,real,AI,False,1.0,1.0,0.528334,0.128919,5.955362
F_STGN_1102-23.png,real,AI,False,1.0,1.0,0.524398,0.093162,6.381765
F_STGN_1102-24.png,real,AI,False,1.0,1.0,0.539345,0.131545,5.67649
F_STGN_1102-26.png,real,AI,False,1.0,1.0,0.621806,0.151864,15.12298
F_STGN_1102-30.png,real,AI,False,1.0,1.0,0.579281,0.150126,9.891965
F_STGN_1102-35.png,real,AI,False,1.0,1.0,0.528334,0.128919,5.955362
F_STGN_1102-36.png,real,AI,False,1.0,1.0,0.621806,0.151864,15.122971
F_STGN_1102-38.png,real,AI,False,1.0,1.0,0.568046,0.116572,9.427942
F_STGN_1103-01.png,real,AI,False,1.0,1.0,0.654159,0.02922,5.677114
F_STGN_1103-03.png,real,AI,False,1.0,1.0,0.578316,0.013769,5.944068
F_STGN_1103-04.png,real,AI,False,1.0,1.0,0.685412,0.048858,19.530961
F_STGN_1103-06.png,real,AI,False,1.0,1.0,0.654159,0.02922,5.677114
F_STGN_1103-08.png,real,AI,False,1.0,1.0,0.578316,0.013769,5.944068
F_STGN_1103-09.png,real,AI,False,1.0,1.0,0.685412,0.048858,19.530961
F_STGN_1103-12.png,real,AI,False,1.0,1.0,0.567336,0.048923,5.353541
F_STGN_1103-17.png,real,AI,False,1.0,1.0,0.604744,0.04675,4.997505
F_STGN_1103-18.png,real,AI,False,1.0,1.0,0.593296,0.019571,5.338273
F_STGN_1103-20.png,real,AI,False,1.0,1.0,0.669781,0.043205,11.847296
F_STGN_1103-21.png,real,AI,False,1.0,1.0,0.669781,0.043205,11.847296
F_STGN_1103-22.png,real,AI,False,1.0,1.0,0.545264,0.045695,7.651804
F_STGN_1103-23.png,real,AI,False,1.0,1.0,0.58687,0.029964,12.036935
F_STGN_1103-24.png,real,AI,False,1.0,1.0,0.692884,0.056809,22.7972
F_STGN_1103-26.png,real,AI,False,1.0,1.0,0.654159,0.02922,5.677114
F_STGN_1103-27.png,real,AI,False,1.0,1.0,0.567336,0.048923,5.353541
F_STGN_1103-28.png,real,AI,False,1.0,1.0,0.578316,0.013769,5.944068
F_STGN_1103-29.png,real,AI,False,1.0,1.0,0.685412,0.048858,19.530961
F_STGN_1103-30.png,real,AI,False,1.0,1.0,0.689985,0.056522,20.124465
F_STGN_1103-31.png,real,AI,False,1.0,1.0,0.654153,0.029218,5.67595
F_STGN_1103-32.png,real,AI,False,1.0,1.0,0.567336,0.048923,5.353541
F_STGN_1103-34.png,real,AI,False,1.0,1.0,0.685412,0.048858,19.530961
F_STGN_1103-35.png,real,AI,False,1.0,1.0,0.689985,0.056522,20.124465
F_STGN_1103-36.png,real,AI,False,1.0,1.0,0.669781,0.043205,11.847296
F_STGN_1103-37.png,real,AI,False,1.0,1.0,0.545264,0.045695,7.651804
F_STGN_1103-38.png,real,AI,False,1.0,1.0,0.58687,0.029964,12.036935
F_STGN_1103-39.png,real,AI,False,1.0,1.0,0.692884,0.056809,22.7972
F_STGN_1103-40.png,real,AI,False,1.0,1.0,0.619643,0.046363,7.359344
F_STGN_1104-01.png,real,AI,False,1.0,1.0,0.6137,0.016876,9.301682
F_STGN_1104-02.png,real,AI,False,1.0,1.0,0.585698,0.025423,5.633049
F_STGN_1104-03.png,real,AI,False,1.0,1.0,0.639553,0.051687,7.022425
F_STGN_1104-04.png,real,AI,False,1.0,1.0,0.653414,0.012485,6.114803
F_STGN_1104-08.png,real,AI,False,1.0,1.0,0.597647,0.030576,4.005641
F_STGN_1104-09.png,real,AI,False,1.0,1.0,0.645082,0.053462,7.111234
F_STGN_1104-10.png,real,AI,False,1.0,1.0,0.625474,0.059943,6.54411
F_STGN_1104-11.png,real,AI,False,1.0,1.0,0.617346,0.014877,8.55135
F_STGN_1104-12.png,real,AI,False,1.0,1.0,0.640823,0.056438,6.923888
F_STGN_1104-13.png,real,AI,False,1.0,1.0,0.626465,0.018489,6.008095
F_STGN_1104-15.png,real,AI,False,1.0,1.0,0.609355,0.044267,3.710487
F_STGN_1104-17.png,real,AI,False,1.0,1.0,0.645082,0.053462,7.111234
F_STGN_1104-19.png,real,AI,False,1.0,1.0,0.639553,0.051687,7.022425
F_STGN_1104-20.png,real,AI,False,1.0,1.0,0.661942,0.060443,5.039492
F_STGN_1104-21.png,real,AI,False,1.0,1.0,0.592516,0.025618,7.042771
F_STGN_1104-22.png,real,AI,False,1.0,1.0,0.625474,0.059943,6.54411
F_STGN_1104-24.png,real,AI,False,1.0,1.0,0.661942,0.060443,5.039492
F_STGN_1104-26.png,real,AI,False,1.0,1.0,0.639553,0.051687,7.022425
F_STGN_1104-28.png,real,AI,False,1.0,1.0,0.6137,0.016876,9.301682
F_STGN_1104-29.png,real,AI,False,1.0,1.0,0.651221,0.015926,6.610794
F_STGN_1104-30.png,real,AI,False,1.0,1.0,0.592516,0.025618,7.042771
F_STGN_1104-33.png,real,AI,False,1.0,1.0,0.653414,0.012485,6.114803
F_STGN_1104-34.png,real,AI,False,1.0,1.0,0.639553,0.051687,7.022425
F_STGN_1104-36.png,real,AI,False,1.0,1.0,0.665682,0.029717,4.582846
F_STGN_1104-37.png,real,AI,False,1.0,1.0,0.609355,0.044267,3.710487
F_STGN_1104-39.png,real,AI,False,1.0,1.0,0.669115,0.063499,7.251481
F_STGN_1104-40.png,real,AI,False,1.0,1.0,0.640823,0.056438,6.923888
F_STGN_1105-01.png,real,AI,False,1.0,1.0,0.608179,0.052639,15.400793
F_STGN_1105-03.png,real,AI,False,1.0,1.0,0.634277,0.048083,16.066885
F_STGN_1105-05.png,real,AI,False,1.0,1.0,0.644299,0.046108,16.794753
F_STGN_1105-08.png,real,AI,False,1.0,1.0,0.61991,0.043669,15.890665
F_STGN_1105-09.png,real,AI,False,1.0,1.0,0.630415,0.046101,15.150629
F_STGN_1105-10.png,real,AI,False,1.0,1.0,0.644299,0.046108,16.794753
F_STGN_1105-12.png,real,AI,False,1.0,1.0,0.599608,0.030686,17.482892
F_STGN_1105-13.png,real,AI,False,1.0,1.0,0.644371,0.044139,15.571791
F_STGN_1105-14.png,real,AI,False,1.0,1.0,0.61991,0.043669,15.890665
F_STGN_1105-15.png,real,AI,False,1.0,1.0,0.650485,0.046966,17.410842
F_STGN_1105-16.png,real,AI,False,1.0,1.0,0.608179,0.052639,15.400793
F_STGN_1105-17.png,real,AI,False,1.0,1.0,0.613048,0.051831,14.820915
F_STGN_1105-18.png,real,AI,False,1.0,1.0,0.634277,0.048083,16.066885
F_STGN_1105-19.png,real,AI,False,1.0,1.0,0.630415,0.046101,15.150629
F_STGN_1105-20.png,real,AI,False,1.0,1.0,0.644299,0.046108,16.794753
F_STGN_1105-21.png,real,AI,False,1.0,1.0,0.656098,0.048255,14.972521
F_STGN_1105-22.png,real,AI,False,1.0,1.0,0.622971,0.044187,14.548671
F_STGN_1105-24.png,real,AI,False,1.0,1.0,0.651488,0.0511,16.01679
F_STGN_1105-25.png,real,AI,False,1.0,1.0,0.627329,0.04476,13.924382
F_STGN_1105-26.png,real,AI,False,1.0,1.0,0.608179,0.052639,15.400793
F_STGN_1105-27.png,real,AI,False,1.0,1.0,0.613048,0.051831,14.820915
F_STGN_1105-29.png,real,AI,False,1.0,1.0,0.630415,0.046101,15.150629
F_STGN_1105-30.png,real,AI,False,1.0,1.0,0.644299,0.046108,16.794753
F_STGN_1105-31.png,real,AI,False,1.0,1.0,0.578519,0.023414,15.240338
F_STGN_1105-32.png,real,AI,False,1.0,1.0,0.634277,0.048083,16.066885
F_STGN_1105-34.png,real,AI,False,1.0,1.0,0.542213,0.024231,16.789968
