file,ground_truth,predicted,correct,raw_score,confidence,primary_variance,coherence
F_STGN_1100-02.png,real,AI,False,1.0,1.0,0.519934,0.081487
F_STGN_1100-03.png,real,AI,False,1.0,1.0,0.591733,0.092592
F_STGN_1100-04.png,real,AI,False,1.0,1.0,0.592316,0.133746
F_STGN_1100-06.png,real,AI,False,1.0,1.0,0.592316,0.133746
F_STGN_1100-08.png,real,AI,False,1.0,1.0,0.609099,0.089848
F_STGN_1100-10.png,real,AI,False,1.0,1.0,0.589229,0.107439
F_STGN_1100-11.png,real,AI,False,1.0,1.0,0.593789,0.088378
F_STGN_1100-13.png,real,AI,False,1.0,1.0,0.593251,0.119726
F_STGN_1100-14.png,real,AI,False,1.0,1.0,0.592259,0.111563
F_STGN_1100-15.png,real,AI,False,1.0,1.0,0.582652,0.086676
F_STGN_1100-19.png,real,AI,False,1.0,1.0,0.622514,0.102467
F_STGN_1100-20.png,real,AI,False,1.0,1.0,0.589229,0.107439
F_STGN_1100-22.png,real,AI,False,1.0,1.0,0.537374,0.069815
F_STGN_1100-23.png,real,AI,False,1.0,1.0,0.543952,0.082289
F_STGN_1100-24.png,real,AI,False,1.0,1.0,0.607992,0.100741
F_STGN_1100-25.png,real,AI,False,1.0,1.0,0.653603,0.106359
F_STGN_1100-27.png,real,AI,False,1.0,1.0,0.519934,0.081487
F_STGN_1100-28.png,real,AI,False,1.0,1.0,0.591733,0.092592
F_STGN_1100-29.png,real,AI,False,1.0,1.0,0.592316,0.133746
F_STGN_1100-30.png,real,AI,False,1.0,1.0,0.600652,0.109881
F_STGN_1100-31.png,real,AI,False,1.0,1.0,0.653603,0.106359
F_STGN_1100-34.png,real,AI,False,1.0,1.0,0.592316,0.133746
F_STGN_1100-36.png,real,AI,False,1.0,1.0,0.622514,0.102467
F_STGN_1100-37.png,real,AI,False,1.0,1.0,0.577764,0.107885
F_STGN_1100-38.png,real,AI,False,1.0,1.0,0.592259,0.111563
F_STGN_1100-40.png,real,AI,False,1.0,1.0,0.591248,0.130726
F_STGN_1101-02.png,real,AI,False,1.0,1.0,0.610848,0.058813
F_STGN_1101-03.png,real,AI,False,1.0,1.0,0.625414,0.107453
F_STGN_1101-05.png,real,AI,False,1.0,1.0,0.588398,0.109417
F_STGN_1101-06.png,real,AI,False,1.0,1.0,0.620576,0.128275
F_STGN_1101-07.png,real,AI,False,1.0,1.0,0.610848,0.058813
F_STGN_1101-08.png,real,AI,False,1.0,1.0,0.625414,0.107453
F_STGN_1101-09.png,real,AI,False,1.0,1.0,0.602971,0.085871
F_STGN_1101-12.png,real,AI,False,1.0,1.0,0.619236,0.084844
F_STGN_1101-13.png,real,AI,False,1.0,1.0,0.590018,0.084754
F_STGN_1101-15.png,real,AI,False,1.0,1.0,0.601339,0.104983
F_STGN_1101-16.png,real,AI,False,1.0,1.0,0.620576,0.128275
F_STGN_1101-17.png,real,AI,False,1.0,1.0,0.610848,0.058813
F_STGN_1101-19.png,real,AI,False,1.0,1.0,0.602971,0.085871
F_STGN_1101-23.png,real,AI,False,1.0,1.0,0.580178,0.096478
F_STGN_1101-24.png,real,AI,False,1.0,1.0,0.588398,0.109417
F_STGN_1101-26.png,real,AI,False,1.0,1.0,0.620576,0.128275
F_STGN_1101-27.png,real,AI,False,1.0,1.0,0.610848,0.058813
F_STGN_1101-28.png,real,AI,False,1.0,1.0,0.625414,0.107453
F_STGN_1101-32.png,real,AI,False,1.0,1.0,0.595201,0.044606
F_STGN_1101-34.png,real,AI,False,1.0,1.0,0.590018,0.084754
F_STGN_1101-35.png,real,AI,False,1.0,1.0,0.599196,0.096045
F_STGN_1101-36.png,real,AI,False,1.0,1.0,0.623251,0.059119
F_STGN_1101-37.png,real,AI,False,1.0,1.0,0.588398,0.109417
F_STGN_1101-38.png,real,AI,False,1.0,1.0,0.588786,0.084397
F_STGN_1101-39.png,real,AI,False,1.0,1.0,0.596017,0.041113
F_STGN_1101-40.png,real,AI,False,1.0,1.0,0.610848,0.058813
F_STGN_1102-01.png,real,AI,False,1.0,1.0,0.56841,0.137807
F_STGN_1102-02.png,real,AI,False,1.0,1.0,0.522658,0.132551
F_STGN_1102-04.png,real,AI,False,1.0,1.0,0.60815,0.149033
F_STGN_1102-05.png,real,AI,False,1.0,1.0,0.569408,0.147064
F_STGN_1102-07.png,real,AI,False,1.0,1.0,0.522658,0.132551
F_STGN_1102-08.png,real,AI,False,1.0,1.0,0.532492,0.081433
F_STGN_1102-09.png,real,AI,False,1.0,1.0,0.60815,0.149033
F_STGN_1102-11.png,real,AI,False,1.0,1.0,0.546912,0.112213
