file,ground_truth,predicted,correct,raw_score,confidence,primary_variance,coherence
F_PGN1_11000.png,real,AI,False,1.0,1.0,0.521014,0.037062
F_PGN1_11001.png,real,AI,False,1.0,1.0,0.552769,0.025013
F_PGN1_11002.png,real,AI,False,1.0,1.0,0.624043,0.01958
F_PGN1_11003.png,real,AI,False,1.0,1.0,0.633821,0.042846
F_PGN1_11004.png,real,AI,False,1.0,1.0,0.590125,0.021553
F_PGN1_11005.png,real,AI,False,1.0,1.0,0.650953,0.009727
F_PGN1_11006.png,real,AI,False,1.0,1.0,0.619733,0.053523
F_PGN1_11007.png,real,AI,False,1.0,1.0,0.549203,0.116682
F_PGN1_11008.png,real,AI,False,1.0,1.0,0.554721,0.049437
F_PGN1_11009.png,real,AI,False,1.0,1.0,0.604009,0.048746
F_PGN1_11010.png,real,AI,False,1.0,1.0,0.553261,0.01578
F_PGN1_11011.png,real,AI,False,1.0,1.0,0.580753,0.049419
F_PGN1_11012.png,real,AI,False,1.0,1.0,0.543708,0.032913
F_PGN1_11013.png,real,AI,False,1.0,1.0,0.577265,0.121549
F_PGN1_11014.png,real,AI,False,1.0,1.0,0.616861,0.040933
F_PGN1_11015.png,real,AI,False,1.0,1.0,0.572742,0.059409
F_PGN1_11016.png,real,AI,False,1.0,1.0,0.586768,0.010297
F_PGN1_11017.png,real,AI,False,1.0,1.0,0.554016,0.042503
F_PGN1_11018.png,real,AI,False,1.0,1.0,0.514438,0.051522
F_PGN1_11019.png,real,AI,False,1.0,1.0,0.56932,0.03259
F_PGN1_11020.png,real,AI,False,1.0,1.0,0.526082,0.083368
F_PGN1_11021.png,real,AI,False,1.0,1.0,0.584255,0.015596
F_PGN1_11022.png,real,AI,False,1.0,1.0,0.553412,0.010189
F_PGN1_11023.png,real,AI,False,1.0,1.0,0.512621,0.04005
F_PGN1_11024.png,real,AI,False,1.0,1.0,0.529454,0.047569
F_PGN1_11025.png,real,AI,False,1.0,1.0,0.54394,0.017574
F_PGN1_11026.png,real,AI,False,1.0,1.0,0.615708,0.096585
F_PGN1_11027.png,real,AI,False,1.0,1.0,0.540434,0.014274
F_PGN1_11028.png,real,AI,False,1.0,1.0,0.520797,0.019667
F_PGN1_11029.png,real,AI,False,1.0,1.0,0.619527,0.022595
F_PGN1_11030.png,real,AI,False,1.0,1.0,0.556919,0.061427
F_PGN1_11031.png,real,AI,False,1.0,1.0,0.569298,0.015343
F_PGN1_11032.png,real,AI,False,1.0,1.0,0.629717,0.065957
F_PGN1_11033.png,real,AI,False,1.0,1.0,0.587331,0.020322
F_PGN1_11034.png,real,AI,False,1.0,1.0,0.63977,0.101763
F_PGN1_11035.png,real,AI,False,1.0,1.0,0.560901,0.051695
F_PGN1_11036.png,real,AI,False,1.0,1.0,0.516431,0.058212
F_PGN1_11037.png,real,AI,False,1.0,1.0,0.63583,0.013524
F_PGN1_11038.png,real,AI,False,1.0,1.0,0.56101,0.065379
F_PGN1_11039.png,real,AI,False,1.0,1.0,0.557841,0.038402
F_PGN1_11040.png,real,AI,False,1.0,1.0,0.5215,0.080596
F_PGN1_11041.png,real,AI,False,1.0,1.0,0.605147,0.145293
F_PGN1_11042.png,real,AI,False,1.0,1.0,0.579154,0.034719
F_PGN1_11043.png,real,AI,False,1.0,1.0,0.549898,0.032594
F_PGN1_11044.png,real,AI,False,1.0,1.0,0.613153,0.02431
F_PGN1_11045.png,real,AI,False,1.0,1.0,0.559852,0.057914
F_PGN1_11046.png,real,AI,False,1.0,1.0,0.524803,0.05682
F_PGN1_11047.png,real,AI,False,1.0,1.0,0.565735,0.026081
F_PGN1_11048.png,real,AI,False,1.0,1.0,0.633948,0.072218
F_PGN1_11049.png,real,AI,False,1.0,1.0,0.518081,0.02062
F_PGN1_11050.png,real,AI,False,1.0,1.0,0.524198,0.038071
F_PGN1_11051.png,real,AI,False,1.0,1.0,0.571636,0.027465
F_PGN1_11052.png,real,AI,False,1.0,1.0,0.597455,0.112025
F_PGN1_11053.png,real,AI,False,1.0,1.0,0.577444,0.015083
F_PGN1_11054.png,real,AI,False,1.0,1.0,0.606923,0.029636
F_PGN1_11055.png,real,AI,False,1.0,1.0,0.557638,0.015388
F_PGN1_11056.png,real,AI,False,1.0,1.0,0.567482,0.046459
F_PGN1_11057.png,real,AI,False,1.0,1.0,0.513224,0.06404
F_PGN1_11058.png,real,AI,False,1.0,1.0,0.528188,0.095449
F_PGN1_11059.png,real,AI,False,1.0,1.0,0.591605,0.036807
F_PGN1_11060.png,real,AI,False,1.0,1.0,0.509566,0.01071
F_PGN1_11061.png,real,AI,False,1.0,1.0,0.515608,0.06139
F_PGN1_11062.png,real,AI,False,1.0,1.0,0.512232,0.111482
F_PGN1_11063.png,real,AI,False,1.0,1.0,0.560373,0.04129
F_PGN1_11064.png,real,AI,False,1.0,1.0,0.557557,0.075109
F_PGN1_11065.png,real,AI,False,1.0,1.0,0.536324,0.018235
F_PGN1_11066.png,real,AI,False,1.0,1.0,0.648792,0.065692
F_PGN1_11067.png,real,AI,False,1.0,1.0,0.612693,0.039552
F_PGN1_11068.png,real,AI,False,1.0,1.0,0.57464,0.039967
F_PGN1_11069.png,real,AI,False,1.0,1.0,0.551934,0.019289
F_PGN1_11070.png,real,AI,False,1.0,1.0,0.617945,0.076452
F_PGN1_11071.png,real,AI,False,1.0,1.0,0.57036,0.047687
F_PGN1_11072.png,real,AI,False,1.0,1.0,0.571219,0.011001
F_PGN1_11073.png,real,AI,False,1.0,1.0,0.556062,0.022722
F_PGN1_11074.png,real,AI,False,1.0,1.0,0.631135,0.035213
F_PGN1_11075.png,real,AI,False,1.0,1.0,0.510918,0.018669
F_PGN1_11076.png,real,AI,False,1.0,1.0,0.569378,0.05134
F_PGN1_11077.png,real,AI,False,1.0,1.0,0.594634,0.026579
F_PGN1_11078.png,real,AI,False,1.0,1.0,0.622248,0.032652
F_PGN1_11079.png,real,AI,False,1.0,1.0,0.598496,0.037088
F_PGN1_11080.png,real,AI,False,1.0,1.0,0.610768,0.070551
F_PGN1_11081.png,real,AI,False,1.0,1.0,0.559163,0.058841
F_PGN1_11082.png,real,AI,False,1.0,1.0,0.549126,0.009776
F_PGN1_11083.png,real,AI,False,1.0,1.0,0.580856,0.044122
F_PGN1_11084.png,real,AI,False,1.0,1.0,0.524404,0.03048
F_PGN1_11085.png,real,AI,False,1.0,1.0,0.517069,0.050331
F_PGN1_11086.png,real,AI,False,1.0,1.0,0.573132,0.078207
F_PGN1_11087.png,real,AI,False,1.0,1.0,0.62813,0.053878
F_PGN1_11088.png,real,AI,False,1.0,1.0,0.591774,0.034889
F_PGN1_11089.png,real,AI,False,1.0,1.0,0.533704,0.031046
F_PGN1_11090.png,real,AI,False,1.0,1.0,0.562468,0.051939
F_PGN1_11091.png,real,AI,False,1.0,1.0,0.64096,0.045213
F_PGN1_11092.png,real,AI,False,1.0,1.0,0.573696,0.044251
F_PGN1_11093.png,real,AI,False,1.0,1.0,0.54431,0.020363
F_PGN1_11094.png,real,AI,False,1.0,1.0,0.567811,0.033848
F_PGN1_11095.png,real,AI,False,1.0,1.0,0.632135,0.091553
F_PGN1_11096.png,real,AI,False,1.0,1.0,0.605538,0.026236
F_PGN1_11097.png,real,AI,False,1.0,1.0,0.635392,0.037693
F_PGN1_11098.png,real,AI,False,1.0,1.0,0.596114,0.01472
F_PGN1_11099.png,real,AI,False,1.0,1.0,0.625098,0.009413
F_PGN1_11100.png,real,AI,False,1.0,1.0,0.64383,0.012517
F_PGN1_11101.png,real,AI,False,1.0,1.0,0.559699,0.062188
F_PGN1_11102.png,real,AI,False,1.0,1.0,0.693015,0.051183
F_PGN1_11103.png,real,AI,False,1.0,1.0,0.590622,0.043601
F_PGN1_11104.png,real,AI,False,1.0,1.0,0.579693,0.027869
F_PGN1_11105.png,real,AI,False,1.0,1.0,0.661695,0.015666
F_PGN1_11106.png,real,AI,False,1.0,1.0,0.625272,0.009751
